bin_key,n,no_op_count,damp_low_band_count,majority_action,minority_fraction,evaluated,fiber_incompatible
18;18;8;106;4;1;15;12;98;0;3;0;6;52;9;0;0;9;34;52;4;26;4;0;0;0;6;4;0;0;0;1,80,80,0,no_op,0.0,True,False
18;18;99;26;15;13;3;1;98;0;3;0;36;33;3;1;1;3;4;33;10;27;10;0;0;0;0;5;1;0;4;1,80,80,0,no_op,0.0,True,False
18;18;98;124;1;13;3;15;98;0;3;0;31;61;9;17;17;9;9;61;10;11;10;16;0;0;3;6;0;1;3;0,79,79,0,no_op,0.0,True,False
18;18;0;72;8;0;16;8;98;0;3;0;5;42;17;6;6;17;35;42;0;18;0;8;0;0;1;6;0;0;4;0,78,78,0,no_op,0.0,True,False
18;18;102;29;14;14;2;2;98;0;3;0;36;34;4;1;1;4;4;34;9;27;9;0;0;0;0;5;1;0;5;1,78,78,0,no_op,0.0,True,False
18;18;107;33;14;14;2;2;98;0;3;0;38;35;6;0;0;6;2;35;7;27;7;0;0;0;0;4;1;0;5;2,78,78,0,no_op,0.0,True,False
18;18;121;58;10;16;0;6;98;0;3;0;40;43;14;1;1;14;0;43;1;23;1;3;0;0;2;0;1;1;3;5,78,78,0,no_op,0.0,True,False
18;18;73;135;0;10;6;16;98;0;3;0;23;63;2;15;15;2;17;63;15;15;15;11;0;0;0;4;0;1;5;2,78,78,0,no_op,0.0,True,False
18;18;83;132;0;11;5;16;98;0;3;0;26;63;5;16;16;5;14;63;14;13;14;13;0;0;0;5;0;1;4;1,78,78,0,no_op,0.0,True,False
18;18;116;103;4;16;0;12;98;0;3;0;37;56;16;13;13;16;3;56;3;12;3;14;0;0;6;4;0;1;0;1,77,77,0,no_op,0.0,True,False
18;18;79;134;0;10;6;16;98;0;3;0;25;63;3;16;16;3;15;63;15;14;15;12;0;0;0;4;0;1;5;1,77,77,0,no_op,0.0,True,False
18;18;81;16;16;11;5;0;98;0;3;0;31;29;0;6;6;0;9;29;14;23;14;3;0;0;4;6;1;0;2;0,77,77,0,no_op,0.0,True,False
18;18;94;127;1;12;4;15;98;0;3;0;29;62;8;17;17;8;11;62;11;11;11;15;0;0;2;6;0;1;3;0,77,77,0,no_op,0.0,True,False
18;18;0;65;9;0;16;7;98;0;3;0;5;40;17;8;8;17;35;40;0;16;0;10;0;0;0;5;0;0;4;1,76,76,0,no_op,0.0,True,False
18;18;101;122;1;13;3;14;98;0;3;0;32;61;10;17;17;10;8;61;9;10;9;16;0;0;3;6;0;1;2;0,76,76,0,no_op,0.0,True,False
18;18;19;120;2;2;14;14;98;0;3;0;8;56;4;0;0;4;32;56;8;27;8;0;0;0;6;1;0;0;0;3,76,76,0,no_op,0.0,True,False
18;18;47;15;16;6;10;0;98;0;3;0;21;27;3;15;15;3;19;27;15;15;15;12;0;0;6;2;1;0;0;2,76,76,0,no_op,0.0,True,False
18;18;76;135;0;10;6;16;98;0;3;0;24;63;3;15;15;3;16;63;15;15;15;12;0;0;0;4;0;1;5;2,76,76,0,no_op,0.0,True,False
18;18;99;124;1;13;3;15;98;0;3;0;31;61;10;17;17;10;9;61;10;10;10;16;0;0;3;6;0;1;3;0,76,76,0,no_op,0.0,True,False
18;18;0;71;9;0;16;7;98;0;3;0;5;41;17;6;6;17;35;41;0;18;0;9;0;0;1;6;0;0;4;0,75,75,0,no_op,0.0,True,False
18;18;118;51;11;16;0;5;98;0;3;0;40;41;12;0;0;12;0;41;2;24;2;2;0;0;1;0;1;1;4;4,75,75,0,no_op,0.0,True,False
18;18;36;18;16;5;11;0;98;0;3;0;18;28;5;17;17;5;22;28;13;12;13;14;0;0;5;0;0;0;0;4,75,75,0,no_op,0.0,True,False
18;18;64;136;0;8;8;16;98;0;3;0;20;63;1;13;13;1;20;63;16;18;16;9;0;0;0;2;0;1;5;3,75,75,0,no_op,0.0,True,False
18;18;75;135;0;10;6;16;98;0;3;0;24;63;3;15;15;3;16;63;15;15;15;12;0;0;0;4;0;1;5;2,75,75,0,no_op,0.0,True,False
18;18;122;66;9;16;0;7;98;0;3;0;40;46;15;3;3;15;0;46;0;21;0;5;0;0;3;0;1;1;2;5,74,74,0,no_op,0.0,True,False
18;18;3;54;11;0;16;5;98;0;3;0;7;36;17;11;11;17;33;36;1;13;1;13;0;0;0;3;0;0;5;2,74,74,0,no_op,0.0,True,False
18;18;63;13;16;8;8;0;98;0;3;0;26;27;0;11;11;0;14;27;16;19;16;7;0;0;6;5;1;0;0;1,74,74,0,no_op,0.0,True,False
18;18;90;20;15;12;4;0;98;0;3;0;33;31;1;4;4;1;7;31;13;25;13;1;0;0;2;6;1;0;3;0,74,74,0,no_op,0.0,True,False
18;18;0;78;8;0;16;8;98;0;3;0;4;43;16;4;4;16;36;43;0;19;0;7;0;0;2;6;0;0;3;0,73,73,0,no_op,0.0,True,False
18;18;112;109;3;15;1;13;98;0;3;0;36;58;15;15;15;15;4;58;5;11;5;15;0;0;6;5;0;1;0;0,73,73,0,no_op,0.0,True,False
18;18;18;31;14;2;14;2;98;0;3;0;12;30;12;17;17;12;28;30;8;10;8;16;0;0;2;0;0;0;3;5,73,73,0,no_op,0.0,True,False
18;18;1;63;10;0;16;6;98;0;3;0;5;39;17;8;8;17;35;39;0;15;0;11;0;0;0;5;0;0;5;1,73,73,0,no_op,0.0,True,False
18;18;1;89;6;0;16;10;98;0;3;0;4;47;14;2;2;14;36;47;0;22;0;4;0;0;4;6;0;0;2;0,73,73,0,no_op,0.0,True,False
18;18;109;114;3;15;1;13;98;0;3;0;34;59;13;16;16;13;6;59;6;10;6;16;0;0;5;6;0;1;1;0,72,72,0,no_op,0.0,True,False
18;18;12;112;3;1;15;13;98;0;3;0;6;54;7;0;0;7;34;54;6;26;6;0;0;0;6;3;0;0;0;2,72,72,0,no_op,0.0,True,False
18;18;3;53;11;0;16;5;98;0;3;0;7;36;17;11;11;17;33;36;1;13;1;13;0;0;0;3;0;0;5;2,72,72,0,no_op,0.0,True,False
18;18;44;134;0;6;10;16;98;0;3;0;15;62;0;7;7;0;25;62;15;23;15;3;0;0;2;0;0;1;3;5,72,72,0,no_op,0.0,True,False
18;18;58;136;0;8;8;16;98;0;3;0;19;63;0;11;11;0;21;63;16;19;16;7;0;0;0;1;0;1;4;4,72,72,0,no_op,0.0,True,False
18;18;5;49;12;0;16;4;98;0;3;0;7;35;16;12;12;16;33;35;2;12;2;14;0;0;0;2;0;0;5;3,72,72,0,no_op,0.0,True,False
18;18;78;134;0;10;6;16;98;0;3;0;25;63;3;16;16;3;15;63;15;14;15;12;0;0;0;4;0;1;5;1,72,72,0,no_op,0.0,True,False
18;18;7;105;4;1;15;12;98;0;3;0;5;51;10;0;0;10;35;51;4;26;4;1;0;0;6;4;0;0;0;1,72,72,0,no_op,0.0,True,False
18;18;94;23;15;13;3;1;98;0;3;0;34;32;2;2;2;2;6;32;11;26;11;0;0;0;1;6;1;0;4;0,72,72,0,no_op,0.0,True,False
18;18;118;98;5;16;0;11;98;0;3;0;38;55;17;12;12;17;2;55;2;13;2;14;0;0;6;3;1;1;0;2,71,71,0,no_op,0.0,True,False
18;18;122;62;10;16;0;6;98;0;3;0;40;44;14;2;2;14;0;44;0;22;0;4;0;0;2;0;1;1;2;5,71,71,0,no_op,0.0,True,False
18;18;123;74;8;16;0;8;98;0;3;0;40;48;16;5;5;16;0;48;0;19;0;7;0;0;4;0;1;1;1;4,71,71,0,no_op,0.0,True,False
18;18;44;16;16;6;10;0;98;0;3;0;20;27;3;16;16;3;20;27;15;14;15;12;0;0;6;1;1;0;0;3,71,71,0,no_op,0.0,True,False
18;18;47;135;0;6;10;16;98;0;3;0;16;62;0;8;8;0;24;62;15;22;15;4;0;0;1;0;0;1;3;5,71,71,0,no_op,0.0,True,False
18;18;88;130;0;12;4;16;98;0;3;0;28;63;6;17;17;6;12;63;13;12;13;14;0;0;1;6;0;1;4;0,71,71,0,no_op,0.0,True,False
18;18;0;83;7;0;16;9;98;0;3;0;4;45;15;3;3;15;36;45;0;21;0;5;0;0;3;6;0;0;3;0,70,70,0,no_op,0.0,True,False
18;18;112;40;13;15;1;3;98;0;3;0;39;37;8;0;0;8;1;37;5;26;5;0;0;0;0;2;1;0;5;3,70,70,0,no_op,0.0,True,False
18;18;122;84;7;16;0;9;98;0;3;0;40;51;17;7;7;17;0;51;0;16;0;10;0;0;6;1;1;1;0;4,70,70,0,no_op,0.0,True,False
18;18;2;57;10;0;16;6;98;0;3;0;6;37;17;10;10;17;34;37;1;14;1;12;0;0;0;4;0;0;5;2,70,70,0,no_op,0.0,True,False
18;18;37;131;0;5;11;16;98;0;3;0;13;60;0;5;5;0;27;60;14;24;14;2;0;0;3;0;0;1;2;5,70,70,0,no_op,0.0,True,False
18;18;82;133;0;11;5;16;98;0;3;0;26;63;4;16;16;4;14;63;14;13;14;13;0;0;0;5;0;1;5;1,70,70,0,no_op,0.0,True,False
18;18;87;131;0;12;4;16;98;0;3;0;27;63;6;17;17;6;13;63;13;12;13;14;0;0;1;6;0;1;4;0,70,70,0,no_op,0.0,True,False
18;18;0;76;8;0;16;8;98;0;3;0;5;43;16;5;5;16;35;43;0;19;0;7;0;0;2;6;0;0;3;0,69,69,0,no_op,0.0,True,False
18;18;115;104;4;15;1;12;98;0;3;0;37;56;16;13;13;16;3;56;3;12;3;15;0;0;6;4;0;1;0;1,69,69,0,no_op,0.0,True,False
18;18;11;39;13;1;15;3;98;0;3;0;10;32;14;15;15;14;30;32;5;11;5;16;0;0;0;1;0;0;4;4,69,69,0,no_op,0.0,True,False
18;18;123;75;8;16;0;8;98;0;3;0;40;48;17;5;5;17;0;48;0;19;0;8;0;0;4;0;1;1;1;4,69,69,0,no_op,0.0,True,False
18;18;13;36;13;1;15;3;98;0;3;0;10;32;13;16;16;13;30;32;6;10;6;16;0;0;1;0;0;0;3;4,69,69,0,no_op,0.0,True,False
18;18;1;61;10;0;16;6;98;0;3;0;6;38;17;9;9;17;34;38;0;15;0;11;0;0;0;5;0;0;5;1,69,69,0,no_op,0.0,True,False
18;18;33;130;0;4;12;16;98;0;3;0;12;60;1;4;4;1;28;60;13;25;13;1;0;0;4;0;0;1;1;5,69,69,0,no_op,0.0,True,False
18;18;70;136;0;9;7;16;98;0;3;0;22;63;2;14;14;2;18;63;16;16;16;10;0;0;0;3;0;1;5;2,69,69,0,no_op,0.0,True,False
18;18;85;132;0;11;5;16;98;0;3;0;27;63;5;17;17;5;13;63;14;13;14;14;0;0;1;5;0;1;4;1,69,69,0,no_op,0.0,True,False
18;18;123;77;8;16;0;8;98;0;3;0;40;49;17;6;6;17;0;49;0;18;0;8;0;0;5;0;1;1;0;4,68,68,0,no_op,0.0,True,False
18;18;1;62;10;0;16;6;98;0;3;0;6;39;17;9;9;17;34;39;0;15;0;11;0;0;0;5;0;0;5;1,68,68,0,no_op,0.0,True,False
18;18;30;21;15;4;12;1;98;0;3;0;16;28;7;17;17;7;24;28;12;11;12;15;0;0;4;0;0;0;1;4,68,68,0,no_op,0.0,True,False
18;18;31;129;1;4;12;15;98;0;3;0;11;59;1;3;3;1;29;59;12;25;12;1;0;0;4;0;0;1;1;4,68,68,0,no_op,0.0,True,False
18;18;3;94;5;0;16;11;98;0;3;0;5;48;13;1;1;13;35;48;1;24;1;3;0;0;5;6;0;0;1;0,68,68,0,no_op,0.0,True,False
18;18;42;16;16;5;11;0;98;0;3;0;20;27;4;16;16;4;20;27;14;14;14;13;0;0;6;1;1;0;0;3,68,68,0,no_op,0.0,True,False
18;18;57;136;0;7;9;16;98;0;3;0;18;63;0;11;11;0;22;63;16;20;16;7;0;0;0;1;0;1;4;4,68,68,0,no_op,0.0,True,False
18;18;58;13;16;8;8;0;98;0;3;0;24;27;1;13;13;1;16;27;16;18;16;9;0;0;6;4;1;0;0;1,68,68,0,no_op,0.0,True,False
18;18;97;24;15;13;3;1;98;0;3;0;35;32;2;2;2;2;5;32;11;26;11;0;0;0;1;6;1;0;4;0,68,68,0,no_op,0.0,True,False
18;18;0;69;9;0;16;7;98;0;3;0;5;41;17;6;6;17;35;41;0;17;0;9;0;0;1;6;0;0;4;0,67,67,0,no_op,0.0,True,False
18;18;106;32;14;14;2;2;98;0;3;0;37;35;5;0;0;5;3;35;8;27;8;0;0;0;0;4;1;0;5;2,67,67,0,no_op,0.0,True,False
18;18;2;56;11;0;16;5;98;0;3;0;6;37;17;10;10;17;34;37;1;14;1;12;0;0;0;4;0;0;5;2,67,67,0,no_op,0.0,True,False
18;18;32;129;1;4;12;15;98;0;3;0;11;60;1;3;3;1;29;60;12;25;12;1;0;0;4;0;0;1;1;4,67,67,0,no_op,0.0,True,False
18;18;35;131;0;4;12;16;98;0;3;0;12;60;0;4;4;0;28;60;13;25;13;2;0;0;3;0;0;1;1;5,67,67,0,no_op,0.0,True,False
18;18;37;132;0;5;11;16;98;0;3;0;13;61;0;5;5;0;27;61;14;24;14;2;0;0;3;0;0;1;2;5,67,67,0,no_op,0.0,True,False
18;18;57;136;0;7;9;16;98;0;3;0;18;63;0;11;11;0;22;63;16;19;16;7;0;0;0;1;0;1;4;4,67,67,0,no_op,0.0,True,False
18;18;110;113;3;15;1;13;98;0;3;0;35;58;14;15;15;14;5;58;6;10;6;16;0;0;5;5;0;1;1;0,66,66,0,no_op,0.0,True,False
18;18;114;107;4;15;1;12;98;0;3;0;36;57;15;14;14;15;4;57;4;11;4;15;0;0;6;4;0;1;0;1,66,66,0,no_op,0.0,True,False
18;18;121;90;6;16;0;10;98;0;3;0;39;52;17;9;9;17;1;52;0;15;0;12;0;0;6;2;1;1;0;3,66,66,0,no_op,0.0,True,False
18;18;82;133;0;11;5;16;98;0;3;0;26;63;4;16;16;4;14;63;14;13;14;13;0;0;0;5;0;1;4;1,66,66,0,no_op,0.0,True,False
18;18;8;106;4;1;15;12;98;0;3;0;6;52;9;0;0;9;34;52;4;26;4;1;0;0;6;4;0;0;0;1,66,66,0,no_op,0.0,True,False
18;18;91;21;15;12;4;1;98;0;3;0;34;31;1;3;3;1;6;31;12;25;12;1;0;0;2;6;1;0;3;0,66,66,0,no_op,0.0,True,False
18;18;0;74;8;0;16;8;98;0;3;0;5;42;17;5;5;17;35;42;0;18;0;8;0;0;2;6;0;0;4;0,65,65,0,no_op,0.0,True,False
18;18;105;32;14;14;2;2;98;0;3;0;37;35;5;0;0;5;3;35;8;27;8;0;0;0;0;4;1;0;5;2,65,65,0,no_op,0.0,True,False
18;18;66;13;16;9;7;0;98;0;3;0;27;28;0;11;11;0;13;28;16;20;16;7;0;0;6;5;1;0;0;0,65,65,0,no_op,0.0,True,False
18;18;68;13;16;9;7;0;98;0;3;0;27;28;0;10;10;0;13;28;16;20;16;6;0;0;6;5;1;0;0;0,65,65,0,no_op,0.0,True,False
18;18;77;15;16;10;6;0;98;0;3;0;30;29;0;7;7;0;10;29;15;23;15;4;0;0;4;6;1;0;2;0,65,65,0,no_op,0.0,True,False
18;18;99;26;15;13;3;1;98;0;3;0;36;33;3;1;1;3;4;33;10;26;10;0;0;0;1;5;1;0;4;1,65,65,0,no_op,0.0,True,False
18;18;12;38;13;1;15;3;98;0;3;0;10;32;14;15;15;14;30;32;5;11;5;16;0;0;0;1;0;0;4;4,64,64,0,no_op,0.0,True,False
18;18;26;126;1;3;13;15;98;0;3;0;10;58;2;2;2;2;30;58;11;26;11;0;0;0;5;0;0;0;0;4,64,64,0,no_op,0.0,True,False
18;18;46;135;0;6;10;16;98;0;3;0;15;62;0;8;8;0;25;62;15;22;15;4;0;0;2;0;0;1;3;5,64,64,0,no_op,0.0,True,False
18;18;112;39;13;15;1;3;98;0;3;0;39;37;8;0;0;8;1;37;5;26;5;0;0;0;0;2;1;0;5;3,63,63,0,no_op,0.0,True,False
18;18;116;104;4;15;1;12;98;0;3;0;37;56;16;13;13;16;3;56;3;12;3;15;0;0;6;4;0;1;0;1,63,63,0,no_op,0.0,True,False
18;18;13;114;3;1;15;13;98;0;3;0;7;54;7;0;0;7;33;54;6;27;6;0;0;0;6;3;0;0;0;2,63,63,0,no_op,0.0,True,False
18;18;22;123;1;3;13;15;98;0;3;0;9;57;3;1;1;3;31;57;10;27;10;0;0;0;6;1;0;0;0;3,63,63,0,no_op,0.0,True,False
18;18;29;127;1;4;12;15;98;0;3;0;11;59;2;3;3;2;29;59;12;26;12;0;0;0;5;0;0;0;1;4,63,63,0,no_op,0.0,True,False
18;18;31;128;1;4;12;15;98;0;3;0;11;59;1;3;3;1;29;59;12;26;12;1;0;0;4;0;0;1;1;4,63,63,0,no_op,0.0,True,False
18;18;5;50;11;0;16;5;98;0;3;0;7;35;16;12;12;16;33;35;2;12;2;14;0;0;0;3;0;0;5;3,63,63,0,no_op,0.0,True,False
18;18;93;128;1;12;4;15;98;0;3;0;29;62;8;17;17;8;11;62;12;11;12;15;0;0;2;6;0;1;3;0,63,63,0,no_op,0.0,True,False
18;18;104;119;2;14;2;14;98;0;3;0;33;60;11;17;17;11;7;60;8;10;8;16;0;0;4;6;0;1;2;0,62,62,0,no_op,0.0,True,False
18;18;108;115;2;14;2;14;98;0;3;0;34;59;13;16;16;13;6;59;6;10;6;16;0;0;5;6;0;1;1;0,62,62,0,no_op,0.0,True,False
18;18;108;115;2;14;2;14;98;0;3;0;34;59;13;16;16;13;6;59;7;10;7;16;0;0;5;6;0;1;1;0,62,62,0,no_op,0.0,True,False
18;18;109;114;3;14;1;13;98;0;3;0;34;59;13;16;16;13;6;59;6;10;6;16;0;0;5;6;0;1;1;0,62,62,0,no_op,0.0,True,False
18;18;118;99;5;16;0;11;98;0;3;0;38;55;16;12;12;16;2;55;2;13;2;14;0;0;6;3;1;1;0;2,62,62,0,no_op,0.0,True,False
18;18;120;56;11;16;0;5;98;0;3;0;40;42;13;1;1;13;0;42;1;23;1;3;0;0;1;0;1;1;3;5,62,62,0,no_op,0.0,True,False
18;18;16;117;2;2;14;14;98;0;3;0;7;55;5;0;0;5;33;55;7;27;7;0;0;0;6;2;0;0;0;2,62,62,0,no_op,0.0,True,False
18;18;48;15;16;6;10;0;98;0;3;0;21;27;2;15;15;2;19;27;15;15;15;11;0;0;6;2;1;0;0;2,62,62,0,no_op,0.0,True,False
18;18;70;136;0;9;7;16;98;0;3;0;22;63;1;14;14;1;18;63;16;16;16;10;0;0;0;3;0;1;5;3,62,62,0,no_op,0.0,True,False
18;18;0;83;7;0;16;9;98;0;3;0;4;45;15;3;3;15;36;45;0;21;0;6;0;0;3;6;0;0;3;0,61,61,0,no_op,0.0,True,False
18;18;102;121;2;14;2;14;98;0;3;0;32;61;11;17;17;11;8;61;9;10;9;16;0;0;4;6;0;1;2;0,61,61,0,no_op,0.0,True,False
18;18;116;102;4;16;0;12;98;0;3;0;37;56;16;13;13;16;3;56;3;12;3;14;0;0;6;4;0;1;0;1,61,61,0,no_op,0.0,True,False
18;18;29;22;15;4;12;1;98;0;3;0;16;28;8;17;17;8;24;28;12;11;12;15;0;0;4;0;0;0;1;4,61,61,0,no_op,0.0,True,False
18;18;56;136;0;7;9;16;98;0;3;0;18;63;0;10;10;0;22;63;16;20;16;7;0;0;0;1;0;1;4;4,61,61,0,no_op,0.0,True,False
18;18;59;13;16;8;8;0;98;0;3;0;25;27;0;12;12;0;15;27;16;18;16;8;0;0;6;4;1;0;0;1,61,61,0,no_op,0.0,True,False
18;18;0;69;9;0;16;7;98;0;3;0;5;41;17;7;7;17;35;41;0;17;0;9;0;0;1;6;0;0;4;0,60,60,0,no_op,0.0,True,False
18;18;118;52;11;16;0;5;98;0;3;0;40;41;12;0;0;12;0;41;2;24;2;2;0;0;1;0;1;1;4;4,60,60,0,no_op,0.0,True,False
18;18;118;99;5;16;0;11;98;0;3;0;38;55;17;12;12;17;2;55;2;13;2;14;0;0;6;3;1;1;0;2,60,60,0,no_op,0.0,True,False
18;18;43;134;0;5;11;16;98;0;3;0;14;61;0;7;7;0;26;61;15;23;15;3;0;0;2;0;0;1;2;5,60,60,0,no_op,0.0,True,False
18;18;52;136;0;7;9;16;98;0;3;0;17;62;0;9;9;0;23;62;16;21;16;5;0;0;1;0;0;1;4;4,60,60,0,no_op,0.0,True,False
18;18;60;136;0;8;8;16;98;0;3;0;19;63;0;12;12;0;21;63;16;19;16;8;0;0;0;1;0;1;4;4,60,60,0,no_op,0.0,True,False
18;18;66;13;16;9;7;0;98;0;3;0;27;28;0;10;10;0;13;28;16;20;16;7;0;0;6;5;1;0;0;0,60,60,0,no_op,0.0,True,False
18;18;6;102;4;0;16;12;98;0;3;0;5;50;11;0;0;11;35;50;3;25;3;1;0;0;6;5;0;0;0;0,60,60,0,no_op,0.0,True,False
18;18;73;14;16;10;6;0;98;0;3;0;29;28;0;9;9;0;11;28;16;21;16;5;0;0;5;6;1;0;1;0,60,60,0,no_op,0.0,True,False
18;18;13;37;13;1;15;3;98;0;3;0;10;32;14;15;15;14;30;32;6;10;6;16;0;0;1;0;0;0;4;4,59,59,0,no_op,0.0,True,False
18;18;2;91;6;0;16;10;98;0;3;0;4;47;14;1;1;14;36;47;1;23;1;4;0;0;4;6;0;0;2;0,59,59,0,no_op,0.0,True,False
18;18;30;22;15;4;12;1;98;0;3;0;16;28;7;17;17;7;24;28;12;11;12;15;0;0;4;0;0;0;1;4,59,59,0,no_op,0.0,True,False
18;18;98;25;15;13;3;1;98;0;3;0;35;33;3;2;2;3;5;33;10;26;10;0;0;0;1;5;1;0;4;1,59,59,0,no_op,0.0,True,False
18;18;114;42;12;15;1;4;98;0;3;0;39;38;9;0;0;9;1;38;4;26;4;0;0;0;0;2;1;0;4;3,58,58,0,no_op,0.0,True,False
18;18;114;43;12;15;1;4;98;0;3;0;39;39;9;0;0;9;1;39;4;26;4;0;0;0;0;2;1;0;4;3,58,58,0,no_op,0.0,True,False
18;18;1;63;10;0;16;6;98;0;3;0;5;39;17;8;8;17;35;39;0;16;0;11;0;0;0;5;0;0;5;1,58,58,0,no_op,0.0,True,False
18;18;24;124;1;3;13;15;98;0;3;0;9;58;3;1;1;3;31;58;10;26;10;0;0;0;5;0;0;0;0;4,58,58,0,no_op,0.0,True,False
18;18;25;125;1;3;13;15;98;0;3;0;10;58;2;2;2;2;30;58;11;26;11;0;0;0;5;0;0;0;0;4,58,58,0,no_op,0.0,True,False
18;18;56;136;0;7;9;16;98;0;3;0;18;63;0;10;10;0;22;63;16;20;16;6;0;0;0;1;0;1;4;4,58,58,0,no_op,0.0,True,False
18;18;72;136;0;9;7;16;98;0;3;0;23;63;2;14;14;2;17;63;16;16;16;11;0;0;0;3;0;1;5;2,58,58,0,no_op,0.0,True,False
18;18;76;15;16;10;6;0;98;0;3;0;29;29;0;8;8;0;11;29;15;22;15;4;0;0;4;6;1;0;1;0,58,58,0,no_op,0.0,True,False
18;18;110;112;3;15;1;13;98;0;3;0;35;58;14;15;15;14;5;58;5;11;5;16;0;0;5;5;0;1;1;0,57,57,0,no_op,0.0,True,False
18;18;116;103;4;15;0;12;98;0;3;0;37;56;16;13;13;16;3;56;3;12;3;15;0;0;6;4;0;1;0;1,57,57,0,no_op,0.0,True,False
18;18;117;102;4;16;0;12;98;0;3;0;37;56;16;13;13;16;3;56;3;12;3;14;0;0;6;4;1;1;0;1,57,57,0,no_op,0.0,True,False
18;18;122;66;9;16;0;7;98;0;3;0;40;45;15;3;3;15;0;45;0;21;0;5;0;0;3;0;1;1;2;5,57,57,0,no_op,0.0,True,False
18;18;4;53;11;0;16;5;98;0;3;0;7;36;17;11;11;17;33;36;2;13;2;13;0;0;0;3;0;0;5;2,57,57,0,no_op,0.0,True,False
18;18;64;13;16;8;8;0;98;0;3;0;26;28;0;11;11;0;14;28;16;19;16;7;0;0;6;5;1;0;0;0,57,57,0,no_op,0.0,True,False
18;18;9;108;3;1;15;12;98;0;3;0;6;52;9;0;0;9;34;52;4;26;4;0;0;0;6;4;0;0;0;1,57,57,0,no_op,0.0,True,False
18;18;9;41;13;1;15;3;98;0;3;0;9;33;15;14;14;15;31;33;4;11;4;15;0;0;0;1;0;0;4;4,57,57,0,no_op,0.0,True,False
18;18;3;55;11;0;16;5;98;0;3;0;6;37;17;11;11;17;34;37;1;14;1;13;0;0;0;4;0;0;5;2,56,56,0,no_op,0.0,True,False
18;18;45;15;16;6;10;0;98;0;3;0;21;27;3;15;15;3;19;27;15;14;15;12;0;0;6;2;1;0;0;3,56,56,0,no_op,0.0,True,False
18;18;55;13;16;7;9;0;98;0;3;0;23;27;1;13;13;1;17;27;16;17;16;10;0;0;6;3;1;0;0;1,56,56,0,no_op,0.0,True,False
18;18;71;136;0;9;7;16;98;0;3;0;22;63;2;14;14;2;18;63;16;16;16;10;0;0;0;3;0;1;5;2,56,56,0,no_op,0.0,True,False
18;18;72;14;16;10;6;0;98;0;3;0;28;28;0;9;9;0;12;28;16;21;16;5;0;0;5;6;1;0;1;0,56,56,0,no_op,0.0,True,False
18;18;108;34;14;14;2;2;98;0;3;0;38;36;6;0;0;6;2;36;7;27;7;0;0;0;0;4;1;0;5;2,55,55,0,no_op,0.0,True,False
18;18;123;74;8;16;0;8;98;0;3;0;40;48;16;5;5;16;0;48;0;19;0;8;0;0;4;0;1;1;1;4,55,55,0,no_op,0.0,True,False
18;18;73;135;0;10;6;16;98;0;3;0;23;63;2;15;15;2;17;63;15;15;15;11;0;0;0;3;0;1;5;2,55,55,0,no_op,0.0,True,False
18;18;79;16;16;10;6;0;98;0;3;0;30;29;0;7;7;0;10;29;15;23;15;3;0;0;4;6;1;0;2;0,55,55,0,no_op,0.0,True,False
18;18;91;129;1;12;4;15;98;0;3;0;28;62;7;17;17;7;12;62;12;11;12;15;0;0;1;6;0;1;4;0,55,55,0,no_op,0.0,True,False
18;18;99;123;1;13;3;15;98;0;3;0;31;61;10;17;17;10;9;61;10;10;10;16;0;0;3;6;0;1;3;0,55,55,0,no_op,0.0,True,False
18;18;106;117;2;14;2;14;98;0;3;0;33;60;12;16;16;12;7;60;7;10;7;16;0;0;4;6;0;1;1;0,54,54,0,no_op,0.0,True,False
18;18;13;36;13;1;15;3;98;0;3;0;10;32;14;16;16;14;30;32;6;10;6;16;0;0;1;0;0;0;4;4,54,54,0,no_op,0.0,True,False
18;18;21;121;2;2;14;14;98;0;3;0;9;57;4;1;1;4;31;57;9;27;9;0;0;0;6;1;0;0;0;3,54,54,0,no_op,0.0,True,False
18;18;3;54;11;0;16;5;98;0;3;0;7;37;17;11;11;17;33;37;1;13;1;13;0;0;0;3;0;0;5;2,54,54,0,no_op,0.0,True,False
18;18;61;136;0;8;8;16;98;0;3;0;20;63;0;12;12;0;20;63;16;18;16;8;0;0;0;2;0;1;4;4,54,54,0,no_op,0.0,True,False
18;18;67;136;0;9;7;16;98;0;3;0;21;63;1;13;13;1;19;63;16;17;16;9;0;0;0;2;0;1;5;3,54,54,0,no_op,0.0,True,False
18;18;76;135;0;10;6;16;98;0;3;0;24;63;3;15;15;3;16;63;15;14;15;12;0;0;0;4;0;1;5;2,54,54,0,no_op,0.0,True,False
18;18;83;133;0;11;5;16;98;0;3;0;26;63;4;16;16;4;14;63;14;13;14;13;0;0;0;5;0;1;4;1,54,54,0,no_op,0.0,True,False
18;18;87;19;16;12;4;0;98;0;3;0;32;30;0;4;4;0;8;30;13;25;13;2;0;0;3;6;1;0;3;0,54,54,0,no_op,0.0,True,False
18;18;9;108;3;1;15;13;98;0;3;0;6;52;9;0;0;9;34;52;4;26;4;0;0;0;6;4;0;0;0;1,54,54,0,no_op,0.0,True,False
18;18;0;75;8;0;16;8;98;0;3;0;5;42;17;5;5;17;35;42;0;19;0;8;0;0;2;6;0;0;4;0,53,53,0,no_op,0.0,True,False
18;18;123;73;8;16;0;8;98;0;3;0;40;48;16;4;4;16;0;48;0;19;0;7;0;0;4;0;1;1;1;4,53,53,0,no_op,0.0,True,False
