trial_id,case_id,seed,regime,step,time,action_index,action_key,thrust_x,thrust_y,expected_safe_time,expected_terminal_margin,expected_score,expected_delta_v,candidate_scores
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,574,5.74,2,-0.4:0,-0.4,0,0.16,0.729168,0.163646,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727892,""expected_score"":0.163639,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726617,""expected_score"":0.163633,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.729168,""expected_score"":0.163646,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728029,""expected_score"":0.16364,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.72775,""expected_score"":0.163639,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727087,""expected_score"":0.163635,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726891,""expected_score"":0.163634,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728892,""expected_score"":0.163644,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728694,""expected_score"":0.163643,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,575,5.75,2,-0.4:0,-0.4,0,0.16,0.729053,0.163645,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727776,""expected_score"":0.163639,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726498,""expected_score"":0.163632,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.729053,""expected_score"":0.163645,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727894,""expected_score"":0.163639,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727651,""expected_score"":0.163638,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726957,""expected_score"":0.163635,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726785,""expected_score"":0.163634,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728764,""expected_score"":0.163644,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728591,""expected_score"":0.163643,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,576,5.76,2,-0.4:0,-0.4,0,0.16,0.728919,0.163645,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.72764,""expected_score"":0.163638,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726361,""expected_score"":0.163632,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728919,""expected_score"":0.163645,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.72774,""expected_score"":0.163639,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727533,""expected_score"":0.163638,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726807,""expected_score"":0.163634,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726661,""expected_score"":0.163633,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728616,""expected_score"":0.163643,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728469,""expected_score"":0.163642,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,577,5.77,2,-0.4:0,-0.4,0,0.16,0.728764,0.163644,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727484,""expected_score"":0.163637,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726204,""expected_score"":0.163631,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728764,""expected_score"":0.163644,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727567,""expected_score"":0.163638,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727395,""expected_score"":0.163637,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726637,""expected_score"":0.163633,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726517,""expected_score"":0.163633,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728448,""expected_score"":0.163642,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728327,""expected_score"":0.163642,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,578,5.78,2,-0.4:0,-0.4,0,0.16,0.72859,0.163643,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727308,""expected_score"":0.163637,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726027,""expected_score"":0.16363,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.72859,""expected_score"":0.163643,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727373,""expected_score"":0.163637,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727237,""expected_score"":0.163636,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726449,""expected_score"":0.163632,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726353,""expected_score"":0.163632,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728261,""expected_score"":0.163641,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728165,""expected_score"":0.163641,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,579,5.79,2,-0.4:0,-0.4,0,0.16,0.728395,0.163642,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727113,""expected_score"":0.163636,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725831,""expected_score"":0.163629,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728395,""expected_score"":0.163642,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727161,""expected_score"":0.163636,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.72706,""expected_score"":0.163635,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726241,""expected_score"":0.163631,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.72617,""expected_score"":0.163631,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728054,""expected_score"":0.16364,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727983,""expected_score"":0.16364,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,580,5.8,2,-0.4:0,-0.4,0,0.16,0.728182,0.163641,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726899,""expected_score"":0.163634,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725617,""expected_score"":0.163628,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.728182,""expected_score"":0.163641,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726929,""expected_score"":0.163635,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726864,""expected_score"":0.163634,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726014,""expected_score"":0.16363,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725968,""expected_score"":0.16363,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727828,""expected_score"":0.163639,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727782,""expected_score"":0.163639,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,581,5.81,2,-0.4:0,-0.4,0,0.16,0.727949,0.16364,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726666,""expected_score"":0.163633,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725383,""expected_score"":0.163627,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727949,""expected_score"":0.16364,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726677,""expected_score"":0.163633,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726648,""expected_score"":0.163633,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725768,""expected_score"":0.163629,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725747,""expected_score"":0.163629,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727582,""expected_score"":0.163638,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727561,""expected_score"":0.163638,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,582,5.82,2,-0.4:0,-0.4,0,0.16,0.727696,0.163638,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726413,""expected_score"":0.163632,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.72513,""expected_score"":0.163626,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727696,""expected_score"":0.163638,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726407,""expected_score"":0.163632,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726413,""expected_score"":0.163632,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725503,""expected_score"":0.163628,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725507,""expected_score"":0.163628,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727317,""expected_score"":0.163637,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727321,""expected_score"":0.163637,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,583,5.83,2,-0.4:0,-0.4,0,0.16,0.727424,0.163637,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726142,""expected_score"":0.163631,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724859,""expected_score"":0.163624,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727424,""expected_score"":0.163637,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726118,""expected_score"":0.163631,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726159,""expected_score"":0.163631,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725219,""expected_score"":0.163626,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725248,""expected_score"":0.163626,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727032,""expected_score"":0.163635,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727062,""expected_score"":0.163635,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,584,5.84,2,-0.4:0,-0.4,0,0.16,0.727133,0.163636,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725851,""expected_score"":0.163629,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724569,""expected_score"":0.163623,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.727133,""expected_score"":0.163636,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.72581,""expected_score"":0.163629,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725887,""expected_score"":0.163629,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724916,""expected_score"":0.163625,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.72497,""expected_score"":0.163625,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726729,""expected_score"":0.163634,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726784,""expected_score"":0.163634,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,585,5.85,2,-0.4:0,-0.4,0,0.16,0.726824,0.163634,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725542,""expected_score"":0.163628,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724261,""expected_score"":0.163621,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726824,""expected_score"":0.163634,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725483,""expected_score"":0.163627,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725595,""expected_score"":0.163628,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724595,""expected_score"":0.163623,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724674,""expected_score"":0.163623,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726407,""expected_score"":0.163632,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726486,""expected_score"":0.163632,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,586,5.86,2,-0.4:0,-0.4,0,0.16,0.726495,0.163632,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725214,""expected_score"":0.163626,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.723934,""expected_score"":0.16362,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726495,""expected_score"":0.163632,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725138,""expected_score"":0.163626,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725285,""expected_score"":0.163626,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724256,""expected_score"":0.163621,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724359,""expected_score"":0.163622,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726066,""expected_score"":0.16363,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.72617,""expected_score"":0.163631,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_001,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,1,near_escape,587,5.87,2,-0.4:0,-0.4,0,0.16,0.726147,0.163631,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724868,""expected_score"":0.163624,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.723589,""expected_score"":0.163618,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.726147,""expected_score"":0.163631,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724774,""expected_score"":0.163624,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724956,""expected_score"":0.163625,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.723898,""expected_score"":0.163619,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.724026,""expected_score"":0.16362,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725707,""expected_score"":0.163629,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.725836,""expected_score"":0.163629,""expected_delta_v"":0.064}]"
