bin_key,n,no_op_count,damp_low_band_count,majority_action,minority_fraction,evaluated,fiber_incompatible
7;44;29;41;15;30;32;35;108;6;20;7;16;40;20;10;13;6,2,2,0,no_op,0.0,False,False
7;44;31;122;21;33;27;23;108;6;18;18;18;62;11;17;6;14,2,2,0,no_op,0.0,False,False
7;44;31;122;21;33;27;23;108;7;18;19;18;62;11;17;6;14,2,2,0,no_op,0.0,False,False
7;44;31;40;15;29;33;35;108;6;20;7;17;40;20;10;13;6,2,2,0,no_op,0.0,False,False
7;44;32;122;22;33;28;23;108;6;19;18;18;62;12;17;6;14,2,2,0,no_op,0.0,False,False
7;44;33;39;15;29;33;35;108;6;21;8;17;40;20;11;12;5,2,2,0,no_op,0.0,False,False
7;44;33;39;15;29;33;36;108;7;21;8;17;40;20;11;12;6,2,2,0,no_op,0.0,False,False
7;44;33;39;15;30;33;35;108;6;20;8;17;40;20;11;12;5,2,2,0,no_op,0.0,False,False
7;44;34;123;22;32;28;23;108;6;19;18;18;62;12;17;6;13,2,2,0,no_op,0.0,False,False
7;44;34;38;15;29;33;35;108;6;21;8;17;40;20;11;12;5,2,2,0,no_op,0.0,False,False
7;44;35;123;22;32;28;23;108;6;19;18;19;62;12;17;6;13,2,2,0,no_op,0.0,False,False
7;44;35;124;22;33;27;22;108;7;20;18;19;62;13;17;6;13,2,2,0,no_op,0.0,False,False
7;44;35;38;16;30;33;35;108;6;21;8;18;39;20;12;11;5,2,2,0,no_op,0.0,False,False
7;44;36;124;22;33;28;23;108;6;20;18;19;62;13;17;6;13,2,2,0,no_op,0.0,False,False
7;44;36;37;15;29;33;35;108;6;21;9;18;39;20;12;11;6,2,2,0,no_op,0.0,False,False
7;44;36;37;15;29;34;36;108;7;21;8;18;39;20;12;11;6,2,2,0,no_op,0.0,False,False
7;44;37;124;22;32;28;22;108;6;20;17;19;62;13;17;6;12,2,2,0,no_op,0.0,False,False
7;44;37;124;22;32;28;23;108;6;20;17;19;63;13;18;5;12,2,2,0,no_op,0.0,False,False
7;44;37;125;22;33;28;22;108;6;20;18;19;62;13;17;6;12,2,2,0,no_op,0.0,False,False
7;44;39;125;22;33;28;22;108;6;20;17;20;63;14;17;6;12,2,2,0,no_op,0.0,False,False
7;44;39;125;22;33;28;22;108;7;20;17;20;63;14;17;6;12,2,2,0,no_op,0.0,False,False
7;44;40;126;22;33;28;22;108;6;21;17;20;63;14;17;6;11,2,2,0,no_op,0.0,False,False
7;44;40;36;16;29;34;35;108;6;21;10;19;39;20;13;10;6,2,2,0,no_op,0.0,False,False
7;44;41;126;22;33;28;22;108;7;21;17;20;63;14;17;6;11,2,2,0,no_op,0.0,False,False
7;44;43;126;22;32;29;22;108;6;21;16;21;63;15;17;6;10,2,2,0,no_op,0.0,False,False
7;44;43;126;22;33;28;21;108;7;21;16;21;63;15;17;6;11,2,2,0,no_op,0.0,False,False
7;44;44;126;22;32;29;21;108;6;21;16;21;63;15;17;6;10,2,2,0,no_op,0.0,False,False
7;44;44;35;15;28;35;35;108;6;22;11;20;39;19;14;9;6,2,2,0,no_op,0.0,False,False
7;44;44;35;15;28;35;35;108;7;22;11;20;39;19;14;9;6,2,2,0,no_op,0.0,False,False
7;44;46;127;22;32;29;21;108;6;22;15;22;63;16;17;6;10,2,2,0,no_op,0.0,False,False
7;44;47;35;16;29;35;35;108;6;22;11;21;38;19;15;8;7,2,2,0,no_op,0.0,False,False
7;44;48;127;22;31;30;22;108;6;22;15;22;63;16;17;6;9,2,2,0,no_op,0.0,False,False
7;44;48;34;15;28;35;35;108;6;22;12;21;38;19;15;8;7,2,2,0,no_op,0.0,False,False
7;44;48;34;15;28;36;35;108;6;22;12;21;38;19;15;8;7,2,2,0,no_op,0.0,False,False
7;44;49;34;15;28;36;35;108;6;22;12;21;38;18;15;8;7,2,2,0,no_op,0.0,False,False
7;44;49;34;16;28;35;35;108;6;22;12;21;38;19;15;8;7,2,2,0,no_op,0.0,False,False
7;44;50;127;23;32;29;21;108;7;22;15;23;63;17;17;6;9,2,2,0,no_op,0.0,False,False
7;44;50;127;23;32;30;21;108;6;22;14;23;63;17;17;6;9,2,2,0,no_op,0.0,False,False
7;44;51;127;23;32;30;21;108;6;22;14;23;63;17;17;7;8,2,2,0,no_op,0.0,False,False
7;44;51;34;15;27;36;35;108;7;22;13;22;38;18;16;7;7,2,2,0,no_op,0.0,False,False
7;44;52;127;23;32;30;21;108;6;22;14;23;63;17;16;7;8,2,2,0,no_op,0.0,False,False
7;44;52;34;15;28;36;35;108;6;22;13;22;38;18;16;7;8,2,2,0,no_op,0.0,False,False
7;44;52;34;16;28;36;35;108;6;22;13;22;38;18;16;7;8,2,2,0,no_op,0.0,False,False
7;44;53;127;23;32;30;21;108;6;22;14;24;63;17;16;7;8,2,2,0,no_op,0.0,False,False
7;44;53;128;23;32;30;21;108;7;22;14;24;63;17;16;7;8,2,2,0,no_op,0.0,False,False
7;44;54;127;23;31;30;21;108;6;22;13;24;63;18;16;7;8,2,2,0,no_op,0.0,False,False
7;44;55;127;23;31;31;21;108;6;22;13;24;63;18;16;7;8,2,2,0,no_op,0.0,False,False
7;44;55;127;23;32;30;21;108;6;22;13;24;63;18;16;7;8,2,2,0,no_op,0.0,False,False
7;44;55;128;23;32;30;20;108;7;22;13;24;63;18;16;7;8,2,2,0,no_op,0.0,False,False
7;44;55;34;15;27;37;35;108;7;22;14;23;38;17;16;7;8,2,2,0,no_op,0.0,False,False
7;44;55;34;16;28;36;34;108;6;22;14;23;38;17;17;7;8,2,2,0,no_op,0.0,False,False
7;44;58;127;23;31;31;21;108;6;22;12;25;63;19;15;8;7,2,2,0,no_op,0.0,False,False
7;44;58;127;23;32;31;20;108;7;22;12;25;63;18;15;8;7,2,2,0,no_op,0.0,False,False
7;44;58;34;16;27;37;35;108;7;22;15;24;38;16;17;6;9,2,2,0,no_op,0.0,False,False
7;44;58;34;16;28;37;34;108;6;22;15;24;38;16;17;6;9,2,2,0,no_op,0.0,False,False
7;44;59;127;23;30;31;21;108;6;22;12;25;63;19;15;8;7,2,2,0,no_op,0.0,False,False
7;44;59;127;23;31;31;21;108;6;22;12;25;63;19;15;8;7,2,2,0,no_op,0.0,False,False
7;44;60;34;16;27;37;34;108;6;22;15;24;38;16;17;6;9,2,2,0,no_op,0.0,False,False
7;44;62;127;23;31;31;20;108;6;22;11;26;63;19;14;9;6,2,2,0,no_op,0.0,False,False
7;44;62;127;23;31;31;20;108;7;22;11;26;63;19;14;9;6,2,2,0,no_op,0.0,False,False
7;44;62;35;16;28;37;34;108;6;21;16;25;38;15;17;6;10,2,2,0,no_op,0.0,False,False
7;44;63;126;23;30;32;21;108;6;22;11;26;63;19;14;9;6,2,2,0,no_op,0.0,False,False
7;44;63;126;23;31;32;20;108;6;22;11;26;63;19;14;9;6,2,2,0,no_op,0.0,False,False
7;44;64;126;23;30;32;21;108;6;22;10;27;63;20;14;9;6,2,2,0,no_op,0.0,False,False
7;44;64;35;16;27;37;34;108;6;21;16;26;38;15;17;6;11,2,2,0,no_op,0.0,False,False
7;44;64;35;16;27;38;34;108;6;21;16;25;38;15;17;6;10,2,2,0,no_op,0.0,False,False
7;44;65;126;23;30;32;20;108;6;22;10;27;63;20;14;9;6,2,2,0,no_op,0.0,False,False
7;44;65;126;23;31;32;20;108;6;22;10;27;63;20;14;9;6,2,2,0,no_op,0.0,False,False
7;44;65;35;16;26;38;34;108;7;21;17;26;39;15;17;6;11,2,2,0,no_op,0.0,False,False
7;44;66;126;23;31;32;20;108;6;22;10;27;62;20;13;10;6,2,2,0,no_op,0.0,False,False
7;44;66;36;16;26;38;34;108;6;21;17;26;39;14;17;6;11,2,2,0,no_op,0.0,False,False
7;44;66;36;16;27;38;34;108;6;21;17;26;39;14;17;6;11,2,2,0,no_op,0.0,False,False
7;44;67;125;23;30;32;20;108;6;22;10;27;62;20;13;10;6,2,2,0,no_op,0.0,False,False
7;44;67;36;16;26;38;34;108;7;21;17;26;39;14;17;6;11,2,2,0,no_op,0.0,False,False
7;44;68;125;23;30;33;21;108;6;21;9;28;62;20;13;10;6,2,2,0,no_op,0.0,False,False
7;44;68;125;24;31;32;20;108;7;22;9;28;62;20;13;10;6,2,2,0,no_op,0.0,False,False
7;44;69;37;16;27;38;33;108;6;20;17;27;39;13;17;5;12,2,2,0,no_op,0.0,False,False
7;44;69;37;16;27;38;33;108;6;20;17;27;39;13;18;5;12,2,2,0,no_op,0.0,False,False
7;44;70;124;23;30;33;21;108;6;21;9;28;62;20;12;11;6,2,2,0,no_op,0.0,False,False
7;44;71;124;23;29;33;21;108;6;21;9;28;62;20;12;11;5,2,2,0,no_op,0.0,False,False
7;44;71;37;17;26;39;33;108;7;20;18;27;39;13;17;6;12,2,2,0,no_op,0.0,False,False
7;44;71;38;17;26;39;33;108;6;20;18;27;39;13;17;6;13,2,2,0,no_op,0.0,False,False
7;44;71;38;17;27;38;33;108;6;20;18;27;39;13;17;6;13,2,2,0,no_op,0.0,False,False
7;44;72;123;23;30;33;20;108;6;21;8;29;62;20;12;12;5,2,2,0,no_op,0.0,False,False
7;44;72;38;17;26;39;33;108;6;19;18;28;39;12;17;6;13,2,2,0,no_op,0.0,False,False
7;44;72;38;17;27;39;33;108;6;19;18;28;39;12;17;6;13,2,2,0,no_op,0.0,False,False
7;44;73;123;23;30;33;20;108;6;21;8;29;62;20;11;12;5,2,2,0,no_op,0.0,False,False
7;44;73;123;23;30;34;20;108;6;21;8;29;62;20;11;12;5,2,2,0,no_op,0.0,False,False
7;44;73;123;24;30;33;20;108;6;21;8;29;62;20;11;12;6,2,2,0,no_op,0.0,False,False
7;44;73;38;17;26;39;33;108;7;19;18;28;39;12;17;6;13,2,2,0,no_op,0.0,False,False
7;44;74;122;23;29;34;21;108;6;20;8;29;62;20;11;12;5,2,2,0,no_op,0.0,False,False
7;44;74;123;24;30;33;20;108;7;21;8;29;61;20;11;12;6,2,2,0,no_op,0.0,False,False
7;44;74;39;17;26;39;33;108;6;19;18;28;39;12;17;6;13,2,2,0,no_op,0.0,False,False
7;44;74;39;17;27;39;33;108;6;19;18;28;39;12;17;6;13,2,2,0,no_op,0.0,False,False
7;44;75;122;23;30;34;20;108;6;20;8;29;61;20;11;12;5,2,2,0,no_op,0.0,False,False
7;44;76;40;17;26;39;32;108;6;18;18;29;40;11;17;6;14,2,2,0,no_op,0.0,False,False
7;44;77;121;23;29;34;20;108;6;20;7;30;61;20;10;13;6,2,2,0,no_op,0.0,False,False
7;44;77;121;24;30;34;20;108;7;20;7;30;61;20;10;13;6,2,2,0,no_op,0.0,False,False
7;44;77;40;17;26;39;32;108;6;18;19;29;40;11;17;6;14,2,2,0,no_op,0.0,False,False
7;44;77;40;17;26;40;32;108;7;18;19;29;40;11;17;6;14,2,2,0,no_op,0.0,False,False
7;44;78;121;23;29;34;20;108;6;20;7;30;61;20;10;13;6,2,2,0,no_op,0.0,False,False
7;44;78;41;17;26;40;32;108;6;18;19;29;40;11;17;6;15,2,2,0,no_op,0.0,False,False
7;44;79;120;23;29;35;20;108;6;19;7;30;61;20;9;14;6,2,2,0,no_op,0.0,False,False
7;44;79;120;23;29;35;21;108;6;19;7;30;61;20;10;14;6,2,2,0,no_op,0.0,False,False
7;44;7;72;16;33;27;32;108;6;10;9;11;49;12;5;18;14,2,2,0,no_op,0.0,False,False
7;44;7;73;16;33;27;32;108;7;10;9;11;49;12;5;18;14,2,2,0,no_op,0.0,False,False
7;44;7;75;17;33;27;32;108;6;9;10;11;50;11;5;18;15,2,2,0,no_op,0.0,False,False
7;44;7;76;16;33;26;32;108;7;9;10;11;50;11;5;18;15,2,2,0,no_op,0.0,False,False
7;44;7;76;17;33;27;32;108;6;9;10;11;50;11;5;18;15,2,2,0,no_op,0.0,False,False
7;44;7;77;17;33;26;31;108;6;9;10;11;50;11;5;18;15,2,2,0,no_op,0.0,False,False
7;44;7;77;17;33;27;31;108;6;9;10;11;50;11;5;18;15,2,2,0,no_op,0.0,False,False
7;44;7;78;16;33;26;32;108;7;9;10;11;51;10;5;17;15,2,2,0,no_op,0.0,False,False
7;44;7;78;17;33;26;31;108;6;9;11;11;51;10;5;17;15,2,2,0,no_op,0.0,False,False
7;44;7;78;18;33;27;31;108;6;9;11;11;50;11;5;18;15,2,2,0,no_op,0.0,False,False
7;44;7;80;17;33;26;31;108;6;9;11;11;51;10;5;17;16,2,2,0,no_op,0.0,False,False
7;44;7;80;17;33;26;31;108;6;9;11;11;51;10;6;17;16,2,2,0,no_op,0.0,False,False
7;44;7;81;18;33;27;30;108;6;9;11;11;51;10;5;17;16,2,2,0,no_op,0.0,False,False
7;44;7;83;17;33;26;31;108;6;9;12;11;52;9;6;17;16,2,2,0,no_op,0.0,False,False
7;44;7;85;17;34;26;30;108;7;9;12;11;52;9;6;16;17,2,2,0,no_op,0.0,False,False
7;44;7;85;18;33;26;30;108;6;9;13;11;52;9;6;16;17,2,2,0,no_op,0.0,False,False
7;44;7;87;17;34;26;30;108;7;9;13;11;53;9;7;16;17,2,2,0,no_op,0.0,False,False
7;44;7;87;18;33;26;30;108;6;9;13;11;53;8;7;16;17,2,2,0,no_op,0.0,False,False
7;44;7;87;18;33;26;30;108;6;9;13;11;53;9;7;16;17,2,2,0,no_op,0.0,False,False
7;44;80;42;17;26;39;32;108;6;17;19;30;40;10;16;6;15,2,2,0,no_op,0.0,False,False
7;44;81;43;17;26;40;32;108;6;17;19;30;40;10;16;7;15,2,2,0,no_op,0.0,False,False
7;44;81;43;17;26;40;32;108;6;17;19;30;40;10;16;7;16,2,2,0,no_op,0.0,False,False
7;44;82;117;23;29;35;20;108;6;18;6;31;60;20;8;15;6,2,2,0,no_op,0.0,False,False
7;44;82;118;23;29;35;21;108;6;18;6;31;60;20;8;15;6,2,2,0,no_op,0.0,False,False
7;44;82;118;23;29;35;21;108;6;18;6;31;60;20;9;15;6,2,2,0,no_op,0.0,False,False
7;44;82;44;17;26;40;31;108;6;16;19;30;41;9;16;7;16,2,2,0,no_op,0.0,False,False
7;44;83;117;23;29;35;21;108;6;18;6;31;60;20;8;15;6,2,2,0,no_op,0.0,False,False
7;44;83;117;23;29;35;21;108;6;18;6;32;60;20;8;15;6,2,2,0,no_op,0.0,False,False
7;44;84;116;23;28;36;21;108;6;17;6;32;60;20;8;15;6,2,2,0,no_op,0.0,False,False
7;44;84;116;23;29;35;20;108;6;18;6;32;60;19;8;15;6,2,2,0,no_op,0.0,False,False
7;44;84;116;24;29;35;20;108;7;18;6;32;60;19;8;15;6,2,2,0,no_op,0.0,False,False
7;44;84;45;18;26;40;31;108;6;16;19;31;41;9;15;7;16,2,2,0,no_op,0.0,False,False
7;44;84;45;18;26;40;31;108;6;16;19;31;41;9;16;7;16,2,2,0,no_op,0.0,False,False
7;44;84;46;18;26;40;31;108;6;15;19;31;41;9;15;7;17,2,2,0,no_op,0.0,False,False
7;44;85;115;24;29;36;20;108;7;17;6;32;59;19;7;16;7,2,2,0,no_op,0.0,False,False
7;44;86;114;24;29;36;20;108;7;17;6;32;59;19;7;16;7,2,2,0,no_op,0.0,False,False
7;44;87;113;22;28;36;21;108;6;16;6;33;59;19;7;16;7,2,2,0,no_op,0.0,False,False
7;44;87;113;23;28;36;21;108;6;16;6;32;59;19;7;16;7,2,2,0,no_op,0.0,False,False
7;44;87;113;23;28;36;21;108;6;16;6;33;59;19;7;16;7,2,2,0,no_op,0.0,False,False
7;44;88;112;23;28;36;21;108;6;16;6;33;59;19;6;17;7,2,2,0,no_op,0.0,False,False
7;44;88;112;23;28;36;21;108;6;16;6;33;59;19;7;16;7,2,2,0,no_op,0.0,False,False
7;44;88;49;18;25;41;30;108;6;14;19;32;42;8;14;8;17,2,2,0,no_op,0.0,False,False
7;44;89;50;18;26;40;30;108;6;14;19;32;42;8;14;9;18,2,2,0,no_op,0.0,False,False
7;44;89;51;18;26;40;30;108;6;14;18;32;42;8;14;9;18,2,2,0,no_op,0.0,False,False
7;44;8;69;16;33;27;33;108;6;10;8;11;48;13;4;18;13,2,2,0,no_op,0.0,False,False
7;44;8;71;16;33;27;32;108;7;10;9;11;49;12;5;18;14,2,2,0,no_op,0.0,False,False
7;44;8;89;18;33;26;29;108;6;9;14;11;53;8;7;15;18,2,2,0,no_op,0.0,False,False
7;44;8;90;18;34;26;29;108;6;9;14;11;54;8;8;15;18,2,2,0,no_op,0.0,False,False
7;44;8;91;18;33;26;29;108;6;9;14;11;54;8;8;15;18,2,2,0,no_op,0.0,False,False
7;44;90;109;22;28;37;22;108;6;15;6;33;58;18;6;17;8,2,2,0,no_op,0.0,False,False
7;44;90;110;23;28;37;21;108;7;15;6;33;58;18;6;17;8,2,2,0,no_op,0.0,False,False
7;44;90;52;18;26;40;30;108;6;13;18;33;42;8;13;9;18,2,2,0,no_op,0.0,False,False
7;44;90;52;18;26;40;30;108;6;13;18;33;43;7;13;9;18,2,2,0,no_op,0.0,False,False
7;44;90;52;19;25;41;30;108;7;13;19;32;43;8;13;9;18,2,2,0,no_op,0.0,False,False
7;44;91;53;19;25;41;29;108;6;13;18;33;43;7;13;10;18,2,2,0,no_op,0.0,False,False
7;44;92;54;19;25;41;29;108;6;12;18;33;43;7;13;10;18,2,2,0,no_op,0.0,False,False
7;44;92;54;19;25;41;29;108;7;12;18;33;43;7;13;10;18,2,2,0,no_op,0.0,False,False
7;44;92;55;18;26;40;29;108;6;12;18;33;43;7;12;10;18,2,2,0,no_op,0.0,False,False
7;44;92;55;19;26;41;29;108;6;12;18;33;43;7;12;10;18,2,2,0,no_op,0.0,False,False
7;44;93;106;22;27;37;22;108;6;14;6;34;57;17;5;18;9,2,2,0,no_op,0.0,False,False
7;44;93;106;23;28;38;21;108;6;14;6;34;57;17;5;18;9,2,2,0,no_op,0.0,False,False
7;44;93;106;23;28;38;21;108;7;14;6;34;57;17;5;18;9,2,2,0,no_op,0.0,False,False
7;44;93;56;19;25;41;29;108;6;12;18;33;44;7;12;11;18,2,2,0,no_op,0.0,False,False
7;44;93;56;19;25;41;29;108;7;12;18;33;44;7;12;11;18,2,2,0,no_op,0.0,False,False
7;44;94;104;22;27;38;22;108;6;13;6;34;57;17;5;18;9,2,2,0,no_op,0.0,False,False
7;44;94;104;23;27;38;21;108;6;13;6;34;56;16;5;18;10,2,2,0,no_op,0.0,False,False
7;44;94;57;19;25;41;29;108;6;11;18;34;44;7;12;11;18,2,2,0,no_op,0.0,False,False
7;44;95;102;22;27;38;22;108;6;13;6;34;56;16;5;18;10,2,2,0,no_op,0.0,False,False
7;44;95;59;19;26;40;28;108;6;11;17;34;44;7;11;12;18,2,2,0,no_op,0.0,False,False
7;44;95;59;19;26;41;28;108;6;11;17;34;44;7;11;12;18,2,2,0,no_op,0.0,False,False
7;44;96;100;22;27;38;23;108;6;12;7;35;55;15;4;18;11,2,2,0,no_op,0.0,False,False
7;44;96;61;19;25;41;28;108;6;11;17;34;45;7;10;12;18,2,2,0,no_op,0.0,False,False
7;44;96;61;19;26;41;28;108;6;11;17;34;45;7;10;12;18,2,2,0,no_op,0.0,False,False
7;44;96;99;22;27;38;22;108;6;12;7;35;55;15;4;18;11,2,2,0,no_op,0.0,False,False
7;44;97;63;20;25;41;28;108;6;10;16;34;45;7;10;13;18,2,2,0,no_op,0.0,False,False
7;44;97;64;19;26;41;28;108;6;10;16;35;46;7;10;13;18,2,2,0,no_op,0.0,False,False
7;44;97;64;20;25;41;27;108;6;10;16;34;46;7;10;13;18,2,2,0,no_op,0.0,False,False
7;44;97;64;20;25;41;27;108;7;10;16;34;46;7;10;13;18,2,2,0,no_op,0.0,False,False
7;44;97;65;19;26;40;27;108;6;10;16;35;46;7;9;13;18,2,2,0,no_op,0.0,False,False
7;44;97;97;22;27;39;23;108;6;11;7;35;54;14;4;18;12,2,2,0,no_op,0.0,False,False
7;44;97;98;22;27;38;23;108;6;12;7;35;55;15;4;18;11,2,2,0,no_op,0.0,False,False
7;44;98;65;20;25;41;27;108;7;10;16;35;46;7;9;13;18,2,2,0,no_op,0.0,False,False
7;44;98;66;19;26;40;27;108;6;10;15;35;46;7;9;14;18,2,2,0,no_op,0.0,False,False
7;44;98;67;20;26;40;27;108;6;10;15;35;47;7;8;14;18,2,2,0,no_op,0.0,False,False
7;44;98;68;20;26;41;27;108;6;10;15;35;47;8;8;14;18,2,2,0,no_op,0.0,False,False
7;44;98;93;22;27;39;23;108;6;10;8;35;53;13;4;18;13,2,2,0,no_op,0.0,False,False
7;44;98;96;23;27;39;22;108;7;11;7;35;54;14;4;18;12,2,2,0,no_op,0.0,False,False
7;44;99;69;20;26;41;27;108;6;9;15;35;47;8;8;15;18,2,2,0,no_op,0.0,False,False
7;44;99;70;20;26;41;26;108;6;9;14;35;47;8;8;15;18,2,2,0,no_op,0.0,False,False
7;44;99;70;21;25;41;26;108;7;9;14;35;47;8;8;15;18,2,2,0,no_op,0.0,False,False
7;44;99;71;20;26;40;27;108;6;9;14;35;48;8;7;15;18,2,2,0,no_op,0.0,False,False
7;44;99;72;20;26;41;26;108;6;9;14;35;48;8;7;15;18,2,2,0,no_op,0.0,False,False
7;44;99;88;21;26;39;24;108;6;10;9;36;52;12;5;18;14,2,2,0,no_op,0.0,False,False
7;44;99;89;22;26;40;23;108;7;10;9;35;52;12;5;18;14,2,2,0,no_op,0.0,False,False
7;44;99;90;21;26;39;24;108;6;10;9;35;53;12;4;18;14,2,2,0,no_op,0.0,False,False
7;44;99;91;21;27;39;24;108;6;10;9;35;53;12;4;18;13,2,2,0,no_op,0.0,False,False
7;44;99;93;23;27;39;23;108;7;10;8;35;53;13;4;18;13,2,2,0,no_op,0.0,False,False
7;44;9;66;16;32;28;33;108;6;11;7;11;47;14;4;18;12,2,2,0,no_op,0.0,False,False
7;44;9;66;16;32;28;33;108;6;11;8;11;47;14;4;18;12,2,2,0,no_op,0.0,False,False
7;44;9;67;16;32;27;33;108;6;11;8;11;48;13;4;18;13,2,2,0,no_op,0.0,False,False
7;44;9;95;18;34;25;29;108;6;10;15;12;55;7;9;14;18,2,2,0,no_op,0.0,False,False
7;44;9;95;19;33;26;28;108;6;10;15;11;55;7;9;14;18,2,2,0,no_op,0.0,False,False
7;44;9;97;18;34;25;28;108;7;10;16;12;55;7;9;13;18,2,2,0,no_op,0.0,False,False
7;45;100;73;16;29;37;27;109;5;12;14;36;48;8;6;16;18,2,2,0,no_op,0.0,False,False
7;45;100;74;16;29;37;27;109;5;12;14;36;48;8;6;16;18,2,2,0,no_op,0.0,False,False
7;45;100;78;16;29;37;27;109;5;12;13;36;49;9;5;17;17,2,2,0,no_op,0.0,False,False
7;45;100;80;16;28;37;27;109;5;12;13;36;50;9;5;17;16,2,2,0,no_op,0.0,False,False
7;45;100;83;16;29;37;27;109;5;12;12;36;50;10;4;18;16,2,2,0,no_op,0.0,False,False
7;45;100;87;16;28;37;26;109;5;12;12;36;52;11;4;18;15,2,2,0,no_op,0.0,False,False
7;45;100;88;16;28;37;26;109;5;12;11;36;52;12;4;18;14,2,2,0,no_op,0.0,False,False
7;45;100;89;16;28;37;26;109;5;12;11;36;52;12;4;19;14,2,2,0,no_op,0.0,False,False
7;45;10;64;22;32;30;30;109;5;13;10;11;47;15;3;19;12,2,2,0,no_op,0.0,False,False
7;45;10;98;23;29;29;27;109;5;13;15;11;56;6;9;13;19,2,2,0,no_op,0.0,False,False
7;45;11;60;22;32;30;30;109;5;13;10;11;46;16;4;19;10,2,2,0,no_op,0.0,False,False
7;45;11;61;22;32;30;30;109;5;13;10;11;46;16;4;19;11,2,2,0,no_op,0.0,False,False
7;45;13;104;23;29;30;27;109;5;14;16;12;58;6;11;11;19,2,2,0,no_op,0.0,False,False
7;45;14;56;21;32;31;31;109;5;14;9;12;44;17;4;18;9,2,2,0,no_op,0.0,False,False
7;45;14;56;22;32;31;30;109;5;14;9;11;44;17;4;18;9,2,2,0,no_op,0.0,False,False
7;45;16;108;22;28;30;26;109;5;15;16;13;59;6;13;9;18,2,2,0,no_op,0.0,False,False
7;45;17;110;22;28;30;26;109;5;15;16;13;60;7;14;9;18,2,2,0,no_op,0.0,False,False
7;45;17;51;21;32;31;31;109;5;15;9;12;43;19;5;17;8,2,2,0,no_op,0.0,False,False
7;45;18;111;22;28;30;26;109;5;15;16;14;60;7;14;8;18,2,2,0,no_op,0.0,False,False
7;45;18;50;21;33;31;31;109;5;15;9;13;43;19;6;17;7,2,2,0,no_op,0.0,False,False
7;45;19;113;22;28;30;26;109;5;16;16;14;60;7;15;8;18,2,2,0,no_op,0.0,False,False
7;45;19;49;21;33;31;31;109;5;15;9;13;42;20;6;17;7,2,2,0,no_op,0.0,False,False
7;45;20;114;22;28;30;26;109;5;16;16;14;61;7;15;8;17,2,2,0,no_op,0.0,False,False
7;45;21;47;21;33;31;31;109;5;15;8;13;42;20;7;16;7,2,2,0,no_op,0.0,False,False
7;45;22;115;22;28;30;26;109;5;16;16;15;61;8;16;7;17,2,2,0,no_op,0.0,False,False
7;45;22;46;21;33;32;31;109;5;16;9;14;41;20;7;16;6,2,2,0,no_op,0.0,False,False
7;45;23;116;22;28;30;26;109;5;16;16;15;61;8;16;7;17,2,2,0,no_op,0.0,False,False
7;45;24;44;20;33;32;31;109;5;16;9;14;41;21;8;15;6,2,2,0,no_op,0.0,False,False
7;45;26;119;22;27;30;25;109;5;17;16;16;62;9;17;6;16,2,2,0,no_op,0.0,False,False
7;45;27;42;21;33;32;31;109;5;17;9;15;40;21;9;14;5,2,2,0,no_op,0.0,False,False
7;45;29;41;20;33;32;32;109;5;17;9;16;40;21;10;13;5,2,2,0,no_op,0.0,False,False
7;45;30;40;20;33;32;31;109;5;17;9;16;40;21;10;13;5,2,2,0,no_op,0.0,False,False
7;45;30;40;20;33;32;32;109;5;17;9;16;40;21;10;13;5,2,2,0,no_op,0.0,False,False
7;45;32;122;22;27;31;25;109;5;18;15;18;63;11;18;5;14,2,2,0,no_op,0.0,False,False
7;45;34;38;20;33;33;32;109;5;18;9;17;39;21;12;12;5,2,2,0,no_op,0.0,False,False
7;45;35;124;21;27;31;25;109;5;18;15;19;63;12;18;5;13,2,2,0,no_op,0.0,False,False
7;45;37;124;21;27;31;25;109;5;19;15;19;63;13;18;5;12,2,2,0,no_op,0.0,False,False
7;45;40;126;21;27;31;24;109;5;19;14;20;64;14;18;5;11,2,2,0,no_op,0.0,False,False
7;45;40;36;19;33;33;32;109;5;19;10;19;38;21;14;10;5,2,2,0,no_op,0.0,False,False
7;45;42;35;19;33;33;32;109;5;19;10;19;38;20;14;9;6,2,2,0,no_op,0.0,False,False
7;45;43;126;21;27;31;24;109;5;19;14;21;64;15;18;5;10,2,2,0,no_op,0.0,False,False
7;45;44;35;19;33;34;31;109;5;19;11;20;38;20;15;9;6,2,2,0,no_op,0.0,False,False
7;45;45;35;19;33;34;32;109;5;19;11;20;38;20;15;9;6,2,2,0,no_op,0.0,False,False
7;45;46;34;19;33;34;31;109;5;19;11;20;38;20;15;8;6,2,2,0,no_op,0.0,False,False
7;45;49;127;20;26;32;24;109;5;19;13;23;64;17;18;6;9,2,2,0,no_op,0.0,False,False
7;45;49;34;18;33;34;32;109;5;19;11;21;38;19;16;8;7,2,2,0,no_op,0.0,False,False
7;45;49;34;19;33;34;31;109;5;19;11;21;38;19;16;8;7,2,2,0,no_op,0.0,False,False
7;45;50;127;20;26;32;24;109;5;19;13;23;64;17;18;6;8,2,2,0,no_op,0.0,False,False
7;45;51;34;18;33;34;32;109;5;19;12;22;38;19;17;7;7,2,2,0,no_op,0.0,False,False
7;45;52;34;18;33;34;32;109;5;20;12;22;37;18;17;7;7,2,2,0,no_op,0.0,False,False
7;45;54;128;20;26;32;24;109;5;19;12;24;64;18;17;7;7,2,2,0,no_op,0.0,False,False
