task_id,split,status,primary_prior,secondary_priors,inclusion_basis,exclusion_reason,predicted_boundary,inventory_row_hash,manual_inspection,notes,expansion_batch,selection_order_rank
c92b942c,training,include,spatial_transform,,grids 2x3..15x18; 7 colors; up to 87 components; symmetries: reflect_h;reflect_v;rot180; 4 train shape-change(s); density 0.04..0.7083,,capacity pressure (shape change carries structural info),9e12dd40ddd6aa0fd62a033cdd93c69e2a0161ef65a772c648fd30ffd5019f30,y,fiber expansion manual inspection: scale seed into dense periodic texture,fiber_context_expansion_v1,26
963e52fc,training,include,spatial_transform,,grids 5x6..5x18; 5 colors; up to 17 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.2..0.4,,capacity pressure (shape change carries structural info),bf6bf632d74a59b45d0a8e6ae4ad85f3f8a1618187e4d7b37381e7c39b443412,y,fiber expansion manual inspection: tile periodic band to double width,fiber_context_expansion_v1,29
8e2edd66,training,include,spatial_transform,,grids 3x3..9x9; 5 colors; up to 13 components; symmetries: reflect_h; 3 train shape-change(s); density 0.1111..0.6667,,capacity pressure (shape change carries structural info),182729f5f0d2f6bdc85a22d772752549e6d8c9a82c4ac94255887a15f8f70e45,y,fiber expansion manual inspection: fractal stamp of grid at its own cells,fiber_context_expansion_v1,30
15696249,training,include,spatial_transform,objectness,grids 3x3..9x9; 6 colors; up to 15 components; symmetries: reflect_v; 4 train shape-change(s); density 0.3333..1,,capacity pressure (shape change carries structural info),7ede92515d19a7234abbc8b7b7a1142f33118b8f53fe0e1eda67caf944acc8f2,y,fiber expansion manual inspection: tile grid into one selected row/col band,fiber_context_expansion_v1,33
48f8583b,training,include,spatial_transform,,grids 3x3..9x9; 10 colors; up to 20 components; symmetries: reflect_v; 6 train shape-change(s); density 0.1111..1,,capacity pressure (shape change carries structural info),d02e6d37c16ebd148e1b329f7302c7efd6ba14357155ae7879741712750be663,y,fiber expansion manual inspection: self-referential stamp at matching cells,fiber_context_expansion_v1,35
8b28cd80,training,include,spatial_transform,,grids 3x3..9x9; 7 colors; up to 5 components; symmetries: reflect_h;reflect_v;rot180; 5 train shape-change(s); density 0.1111..0.6049,,capacity pressure (shape change carries structural info),e469743018cd464e0fa7718162c06987c2bfbae3ac5b7baa152359e0a23caf32,y,fiber expansion manual inspection: fractal spiral growth from seed cell,fiber_context_expansion_v1,36
48131b3c,training,include,spatial_transform,,grids 2x2..8x8; 5 colors; up to 8 components; symmetries: reflect_h;rot180; 3 train shape-change(s); density 0.3333..0.6667,,capacity pressure (shape change carries structural info),4632e17d02f8610d3a668984dfc0be39b2c283aeacf73480fc36ff552509cede,y,fiber expansion manual inspection: fractal stamp doubling grid size,fiber_context_expansion_v1,37
53b68214,training,include,local_completion,,grids 5x10..10x10; 6 colors; up to 10 components; symmetries: reflect_v; 3 train shape-change(s); density 0.1..0.26,,non-local information (global context required to fill),a9e16fc9772c9efe7ef6e78faaf5c3bf300c5f3ae50c07a668f2b34138dc675e,y,fiber expansion manual inspection: continue partial pattern to fill canvas,fiber_context_expansion_v1,24
358ba94e,training,include,local_completion,,grids 5x5..17x19; 6 colors; up to 5 components; symmetries: reflect_h;reflect_v;rot180; 4 train shape-change(s); density 0.3498..0.96,,non-local information (global context required to fill),da774dd010dae2c97dfafddf5852450a23c6b2b670f4260ad5e688bced826ce7,y,fiber expansion manual inspection: denoise repeated stamps to consensus tile,fiber_context_expansion_v1,54
f5c89df1,training,include,local_completion,symmetry,grids 13x13..13x13; 4 colors; up to 12 components; symmetries: reflect_h; density 0.0533..0.1183,,non-local information (global context required to fill),4a19c48aaf48013b42c07b3bdae44e603f1b3de6dfc23cdad3395fd869dedf69,y,fiber expansion manual inspection: repair and extend marked motif pattern,fiber_context_expansion_v1,74
846bdb03,training,include,local_completion,symmetry,grids 4x6..13x13; 7 colors; up to 8 components; 4 train shape-change(s); density 0.0828..0.6333,,non-local information (global context required to fill),98329fe11fb6d0b7a9eed21fd6c4c1d59487ace65974f19a1f7ff7521a0def88,y,fiber expansion manual inspection: complete framed pattern by reflection fill,fiber_context_expansion_v1,77
ba97ae07,training,include,local_completion,,grids 7x6..13x13; 9 colors; up to 3 components; symmetries: reflect_h;reflect_v; density 0.25..0.4545,,non-local information (global context required to fill),a1ae4887aadf3b6eaa699032419403182957072544a55147d2e1e990d65e2ce0,y,fiber expansion manual inspection: repair occluded line at crossing intersection,fiber_context_expansion_v1,78
253bf280,training,include,local_completion,,grids 3x3..12x13; 3 colors; up to 10 components; symmetries: reflect_h;reflect_v;rot180; density 0.022..0.1667,,non-local information (global context required to fill),4b1a5bc7a711ad5502774806df2d3bf178b806e2d81d454325ecc7fbbd0ee799,y,fiber expansion manual inspection: connect paired markers with filled line,fiber_context_expansion_v1,82
84f2aca1,training,include,local_completion,color_role,grids 6x6..16x13; 7 colors; up to 10 components; symmetries: reflect_v; density 0.2222..0.3333,,non-local information (global context required to fill),4651fdf89b356c8a71105d44e1e2f7c3af91426531a8e9f18aa9c4f516ea3e0b,y,fiber expansion manual inspection: fill enclosed interior of each ring,fiber_context_expansion_v1,87
5751f35e,training,include,local_completion,symmetry,grids 10x10..12x12; 6 colors; up to 18 components; symmetries: reflect_h;reflect_v;rot180; density 0.3..1,,non-local information (global context required to fill),3bb7e7aca6d7d78465eeeed5ed82e8d15a25749a4062614cb6942d1b52617199,y,fiber expansion manual inspection: denoise corrupted concentric-square figure,fiber_context_expansion_v1,90
3befdf3e,training,include,local_completion,symmetry,grids 10x10..12x12; 8 colors; up to 12 components; symmetries: reflect_h;reflect_v;rot180; density 0.09..0.48,,non-local information (global context required to fill),f4de596cc018cc58e92c28935f04a2dc1a287f2af8d70d5a8f0618409b9e4b04,y,fiber expansion manual inspection: extend concentric pattern outward one layer,fiber_context_expansion_v1,94
72a961c9,training,include,local_completion,objectness,grids 9x6..13x11; 4 colors; up to 17 components; symmetries: reflect_h; density 0.0769..0.2525,,non-local information (global context required to fill),bbd3060b00b714bfc5dd9f77d4ec95f645936a033be567491f56f0b0b7bd3a05,y,fiber expansion manual inspection: project line markers into perpendicular lines,fiber_context_expansion_v1,102
e5c44e8f,training,include,local_completion,spatial_transform,grids 11x11..11x11; 3 colors; up to 11 components; symmetries: reflect_h; density 0.0083..0.4959,,non-local information (global context required to fill),9a1df41f14fdd8ef7f580b1c50b2c8a528feec54317d83a077ddcfe0bac090bd,y,fiber expansion manual inspection: grow spiral structure from seed cell,fiber_context_expansion_v1,107
97999447,training,include,local_completion,,grids 7x8..10x12; 7 colors; up to 27 components; symmetries: reflect_v; density 0.0179..0.2778,,non-local information (global context required to fill),da6b1dca963f4cf529970f52f0e2c776da1769fc9e2c41a0fb392cd6617b2ea4,y,fiber expansion manual inspection: extend each marker into periodic stripe,fiber_context_expansion_v1,109
e9b4f6fc,training,include,color_role,objectness,grids 4x4..13x13; 9 colors; up to 10 components; symmetries: reflect_h; 4 train shape-change(s); density 0.1183..1,,gauge-breaking ambiguity (color permutation as gauge),d418281cc0ed170f87abb70d6af55bfa04166cc3996f00ca378190de5ac1b101,y,fiber expansion manual inspection: recolor framed object interior per marker key,fiber_context_expansion_v1,13
50aad11f,training,include,color_role,objectness,grids 4x4..18x18; 8 colors; up to 6 components; 3 train shape-change(s); density 0.1071..0.5417,,gauge-breaking ambiguity (color permutation as gauge),1b9d7d937b5477b5c890535e2436bf15d6e0c5f7ce1ab4b52f87c2572f60be04,y,fiber expansion manual inspection: recolor shapes per nearby marker colors,fiber_context_expansion_v1,95
b94a9452,training,include,color_role,,grids 3x3..14x13; 7 colors; up to 2 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.0682..1,,gauge-breaking ambiguity (color permutation as gauge),ab416bd8b4589a3a8883a80fa3f93c7abd36f8100828af1858a21613f761bddd,y,fiber expansion manual inspection: swap object border and interior colors,fiber_context_expansion_v1,96
2a5f8217,training,include,color_role,,grids 6x6..13x13; 9 colors; up to 10 components; symmetries: rot180; density 0.2479..0.2778,,gauge-breaking ambiguity (color permutation as gauge),be94aaeb19351c121ff6c7325e57537d20e10260dc3648033f49df95b7ace93e,y,fiber expansion manual inspection: recolor placeholder shapes to reference colors,fiber_context_expansion_v1,107
7e4d4f7c,training,include,color_role,,grids 3x5..12x13; 8 colors; up to 12 components; 4 train shape-change(s); density 0.1458..1,,gauge-breaking ambiguity (color permutation as gauge),9709ab0c7762137489423a0c34874a9f817fcc0f2d13def245e176790f1e96e4,y,fiber expansion manual inspection: append recolored copy of key row,fiber_context_expansion_v1,119
a5f85a15,training,include,color_role,,grids 3x3..12x12; 6 colors; up to 23 components; symmetries: rot180; density 0.1563..0.3333,,gauge-breaking ambiguity (color permutation as gauge),1189d1fddd147b7d9a176d5840b9f9e39222cc0d3121cd8a5bcd9216db555c0f,y,fiber expansion manual inspection: recolor alternating cells on diagonal lines,fiber_context_expansion_v1,123
82819916,training,include,color_role,,grids 6x8..14x10; 8 colors; up to 40 components; symmetries: reflect_h; density 0.1458..0.3571,,gauge-breaking ambiguity (color permutation as gauge),b0f3f633c7d806720f45fc020da5655ff2443c2030699e6c5c9207265ad00a88,y,fiber expansion manual inspection: apply key on/off template recolored per marker,fiber_context_expansion_v1,135
817e6c09,training,include,color_role,objectness,grids 7x5..7x17; 3 colors; up to 9 components; symmetries: rot180; density 0.2286..0.3025,,gauge-breaking ambiguity (color permutation as gauge),475588008bf42308bcce471c5755d9d5a102e6007555d37ba0005932a479d377,y,fiber expansion manual inspection: recolor object subset by symmetry pairing,fiber_context_expansion_v1,150
6df30ad6,training,include,color_role,,grids 10x10..10x10; 9 colors; up to 15 components; symmetries: reflect_h; density 0.04..0.25,,gauge-breaking ambiguity (color permutation as gauge),2df20beac6e36e5cfc496b215b44b1411ef7ade65c977b93f1b641e2be3170d0,y,fiber expansion manual inspection: recolor central shape by surrounding color,fiber_context_expansion_v1,158
e7dd8335,training,include,color_role,,grids 7x7..9x11; 3 colors; up to 10 components; symmetries: reflect_h; density 0.202..0.449,,gauge-breaking ambiguity (color permutation as gauge),e8a83659bdb16410a044aefc748232bee72b615f062b56836171edb3c6cdf419,y,fiber expansion manual inspection: recolor lower half of box outline,fiber_context_expansion_v1,173
278e5215,training,include,color_role,objectness,grids 5x5..18x18; 9 colors; up to 24 components; 3 train shape-change(s); density 0.2125..1,,gauge-breaking ambiguity (color permutation as gauge),b32dd59994b7451589401184284a707c9cfd805999e5ca9b3fd7fde1535cacec,y,fiber expansion manual inspection: recolor mask shape using key palette,fiber_context_expansion_v1,177
af24b4cc,training,include,color_role,counting,grids 4x5..9x10; 10 colors; up to 18 components; 3 train shape-change(s); density 0.3..0.4,,gauge-breaking ambiguity (color permutation as gauge),bb1ff581e554bf2744a47045c8706248f5f750d0705986c19df41450f7ccdb74,y,fiber expansion manual inspection: reduce each block to its dominant color,fiber_context_expansion_v1,182
