task_id,split,status,primary_prior,secondary_priors,inclusion_basis,exclusion_reason,predicted_boundary,inventory_row_hash,manual_inspection,notes,expansion_batch,selection_order_rank
2013d3e2,training,include,spatial_transform,symmetry,grids 3x3..10x10; 9 colors; up to 17 components; symmetries: reflect_h;reflect_v;rot180; 2 train shape-change(s); density 0.2..0.6667,,capacity pressure (shape change carries structural info),cd4a104f4ff07ae111e51b335dac93f517366a4d188b4217f5cbd03650894fb7,y,fiber expansion manual inspection: crop symmetric blob to its quadrant unit,fiber_context_expansion_v1,22
c92b942c,training,include,spatial_transform,,grids 2x3..15x18; 7 colors; up to 87 components; symmetries: reflect_h;reflect_v;rot180; 4 train shape-change(s); density 0.04..0.7083,,capacity pressure (shape change carries structural info),9e12dd40ddd6aa0fd62a033cdd93c69e2a0161ef65a772c648fd30ffd5019f30,y,fiber expansion manual inspection: scale seed into dense periodic texture,fiber_context_expansion_v1,26
963e52fc,training,include,spatial_transform,,grids 5x6..5x18; 5 colors; up to 17 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.2..0.4,,capacity pressure (shape change carries structural info),bf6bf632d74a59b45d0a8e6ae4ad85f3f8a1618187e4d7b37381e7c39b443412,y,fiber expansion manual inspection: tile periodic band to double width,fiber_context_expansion_v1,29
8e2edd66,training,include,spatial_transform,,grids 3x3..9x9; 5 colors; up to 13 components; symmetries: reflect_h; 3 train shape-change(s); density 0.1111..0.6667,,capacity pressure (shape change carries structural info),182729f5f0d2f6bdc85a22d772752549e6d8c9a82c4ac94255887a15f8f70e45,y,fiber expansion manual inspection: fractal stamp of grid at its own cells,fiber_context_expansion_v1,30
15696249,training,include,spatial_transform,objectness,grids 3x3..9x9; 6 colors; up to 15 components; symmetries: reflect_v; 4 train shape-change(s); density 0.3333..1,,capacity pressure (shape change carries structural info),7ede92515d19a7234abbc8b7b7a1142f33118b8f53fe0e1eda67caf944acc8f2,y,fiber expansion manual inspection: tile grid into one selected row/col band,fiber_context_expansion_v1,33
48f8583b,training,include,spatial_transform,,grids 3x3..9x9; 10 colors; up to 20 components; symmetries: reflect_v; 6 train shape-change(s); density 0.1111..1,,capacity pressure (shape change carries structural info),d02e6d37c16ebd148e1b329f7302c7efd6ba14357155ae7879741712750be663,y,fiber expansion manual inspection: self-referential stamp at matching cells,fiber_context_expansion_v1,35
8b28cd80,training,include,spatial_transform,,grids 3x3..9x9; 7 colors; up to 5 components; symmetries: reflect_h;reflect_v;rot180; 5 train shape-change(s); density 0.1111..0.6049,,capacity pressure (shape change carries structural info),e469743018cd464e0fa7718162c06987c2bfbae3ac5b7baa152359e0a23caf32,y,fiber expansion manual inspection: fractal spiral growth from seed cell,fiber_context_expansion_v1,36
48131b3c,training,include,spatial_transform,,grids 2x2..8x8; 5 colors; up to 8 components; symmetries: reflect_h;rot180; 3 train shape-change(s); density 0.3333..0.6667,,capacity pressure (shape change carries structural info),4632e17d02f8610d3a668984dfc0be39b2c283aeacf73480fc36ff552509cede,y,fiber expansion manual inspection: fractal stamp doubling grid size,fiber_context_expansion_v1,37
28bf18c6,training,exclude,spatial_transform,,grids 3x6..8x8; 5 colors; up to 6 components; symmetries: rot180; 3 train shape-change(s); density 0.0625..0.6667,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (shape change carries structural info),ae4cd7df50d8dafad42af114859515ca93ccfbbc7cc81a1108ec91c2e525e06a,y,fiber expansion manual inspection: crop object then tile to double width,fiber_context_expansion_v1,38
8d5021e8,training,exclude,spatial_transform,,grids 3x2..9x4; 5 colors; up to 8 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.3333..0.8333,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (shape change carries structural info),66b79c46ae5e781ba2c10637c271bd367b66d3f4f51ff5c4032258832b9513ab,y,fiber expansion manual inspection: scale grid three-by-two with pattern,fiber_context_expansion_v1,46
2072aba6,training,exclude,spatial_transform,,grids 3x3..6x6; 4 colors; up to 20 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.3333..0.5556,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (shape change carries structural info),f65867ccf59db9bf8fb41a7383986142a7971468485b7286d5dcd5b6e3f8b807,y,fiber expansion manual inspection: scale 2x substituting cells with blocks,fiber_context_expansion_v1,47
eb281b96,training,exclude,spatial_transform,,grids 3x17..17x17; 4 colors; up to 54 components; symmetries: reflect_h;reflect_v;rot180; 2 train shape-change(s); density 0.3333..0.4083,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (shape change carries structural info),1215b050495bd44da5a1f0d7448bd36cb33d1bcd4a6fe1b1be427244fc7ff3fe,y,fiber expansion manual inspection: tile periodic lattice to fill taller grid,fiber_context_expansion_v1,50
c1990cce,training,exclude,spatial_transform,,grids 1x5..17x17; 3 colors; up to 63 components; symmetries: rot180; 3 train shape-change(s); density 0.0588..0.28,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (shape change carries structural info),c0aaab2dbe237736d279b635380b73803c01140e062e2704d44efc9331593181,y,fiber expansion manual inspection: expand point into diagonal cascade grid,fiber_context_expansion_v1,51
cad67732,training,exclude,spatial_transform,,grids 5x5..20x20; 8 colors; up to 38 components; symmetries: rot180; 3 train shape-change(s); density 0.0625..0.4444,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (shape change carries structural info),be78eff4073693513b11c697c40425903f9fb1a0f044a6efb67e762d346f8481,y,fiber expansion manual inspection: extend diagonal motif to double size,fiber_context_expansion_v1,61
3af2c5a8,training,include,symmetry,,grids 3x4..6x8; 4 colors; up to 12 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.3333..0.5833,,gauge-breaking ambiguity (symmetry as gauge),fa5de6e0e832fa7512dde99b98497173a17fa32a54de4e7802fd16a7c1775686,y,fiber expansion manual inspection: mirror input across both axes (4-fold),fiber_context_expansion_v1,20
47c1f68c,training,include,symmetry,,grids 6x6..13x13; 6 colors; up to 16 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.1893..0.4444,,gauge-breaking ambiguity (symmetry as gauge),24bb6b6b9d63d3734e91a29d9cfbda343bad612679c1d3e177847ec1141a69bc,y,fiber expansion manual inspection: reflect one quadrant into four symmetric quadrants,fiber_context_expansion_v1,39
b8cdaf2b,training,include,symmetry,local_completion,grids 3x3..9x9; 7 colors; up to 10 components; symmetries: reflect_h; density 0.1481..0.6667,,gauge-breaking ambiguity (symmetry as gauge),00e27dcb199df0de04bad0ef4208c86cb2f1e2c013f0b4763e9396c53b80989b,y,fiber expansion manual inspection: reflect edge shape into symmetric rays,fiber_context_expansion_v1,74
c48954c1,training,include,symmetry,spatial_transform,grids 3x3..9x9; 8 colors; up to 49 components; symmetries: rot180; 3 train shape-change(s); density 1..1,,gauge-breaking ambiguity (symmetry as gauge),42be16737f6357f394fca49e871667ad3bcf56c1d8e0be8c9a0b3f82a3c47d89,y,fiber expansion manual inspection: reflective D4 tiling of 3x3 into 9x9,fiber_context_expansion_v1,76
f25fbde4,training,include,symmetry,spatial_transform,grids 6x6..9x10; 2 colors; up to 7 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.0494..0.6667,,gauge-breaking ambiguity (symmetry as gauge),c6565572dfd3ca82cb2955be62255d50e899df28e4b0eca6a77841d4e710e961,y,fiber expansion manual inspection: reflect shape into four symmetric quadrants,fiber_context_expansion_v1,80
db3e9e38,training,include,symmetry,local_completion,grids 5x7..9x9; 3 colors; up to 9 components; symmetries: reflect_h; density 0.0864..0.5185,,gauge-breaking ambiguity (symmetry as gauge),e476af51bed92f6d5515c1b273e9375376b7a2f65c4d7aab70485e246f9abc60,y,fiber expansion manual inspection: symmetric triangular spread about a line,fiber_context_expansion_v1,81
54d82841,training,include,symmetry,local_completion,grids 5x5..8x11; 6 colors; up to 6 components; symmetries: reflect_h; density 0.1563..0.3429,,gauge-breaking ambiguity (symmetry as gauge),1491814c4b9e5117274e76c8f2eaf1c814a79fd1c405cc70a3971b21b11e2f89,y,fiber expansion manual inspection: complete bracket by reflected mirror point,fiber_context_expansion_v1,82
73c3b0d8,training,include,symmetry,local_completion,grids 6x3..12x8; 3 colors; up to 11 components; symmetries: reflect_h; density 0.1146..0.2857,,gauge-breaking ambiguity (symmetry as gauge),a864f760a2f7b9e2b74efd572eef75cd73ef0403f2c9d458db91595928938e84,y,fiber expansion manual inspection: reflect scattered dots across divider line,fiber_context_expansion_v1,89
b15fca0b,training,include,symmetry,local_completion,grids 5x5..10x10; 4 colors; up to 8 components; symmetries: reflect_h;rot180; density 0.25..0.88,,gauge-breaking ambiguity (symmetry as gauge),5d75d3b50befb0dba4f1f97e087645eb53e0ad6766c180caf51a4cc7613fd926,y,fiber expansion manual inspection: fill missing symmetric half by reflection,fiber_context_expansion_v1,96
496994bd,training,include,symmetry,,grids 10x3..10x6; 5 colors; up to 4 components; symmetries: reflect_h;reflect_v;rot180; density 0.2..0.6,,gauge-breaking ambiguity (symmetry as gauge),bc8f9b0a348d06d87a8733e079e965afe0d22af666dd30c75d8d7650d24da886,y,fiber expansion manual inspection: reflect top color bars across horizontal axis,fiber_context_expansion_v1,104
62b74c02,training,include,symmetry,spatial_transform,grids 3x10..4x14; 5 colors; up to 20 components; symmetries: reflect_h;rot180; density 0.25..1,,gauge-breaking ambiguity (symmetry as gauge),dde48f729e91dde7cff54ade113e91aa2381198bf80bea333fcc80903f934bca,y,fiber expansion manual inspection: mirror edge pattern across to opposite edge,fiber_context_expansion_v1,106
0c786b71,training,include,symmetry,,grids 3x4..6x8; 8 colors; up to 24 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 1..1,,gauge-breaking ambiguity (symmetry as gauge),c8603dee1510e0ea512178b245688a32737fede347e660a83779c5bba34f5a0c,y,fiber expansion manual inspection: reflect block into four symmetric quadrants,fiber_context_expansion_v1,113
f25ffba3,training,exclude,symmetry,,grids 10x4..10x4; 8 colors; up to 7 components; symmetries: reflect_v; density 0.275..0.7,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (symmetry as gauge),cbeafab44efb900cca81a97013f96da9db7fea5f4ff273372953b336f610f780,y,fiber expansion manual inspection: reflect bottom shape upward (vertical mirror),fiber_context_expansion_v1,121
b1fc8b8e,training,exclude,symmetry,spatial_transform,grids 5x5..6x6; 2 colors; up to 4 components; symmetries: reflect_h;reflect_v;rot180; 5 train shape-change(s); density 0.3333..0.64,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (symmetry as gauge),08c2963db9fe47695733e8b04f233c96fae7a1fd670cb76748e00c4c01423a33,y,fiber expansion manual inspection: build four-fold symmetric figure from shape,fiber_context_expansion_v1,122
62c24649,training,exclude,symmetry,,grids 3x3..6x6; 4 colors; up to 16 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.5556..0.7778,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (symmetry as gauge),0bc09a6d9d888f3ef138d74eaf145f14ac09d2b0c160b595bbf74fdc861cbc34,y,fiber expansion manual inspection: reflect 3x3 into four-fold mirror 6x6,fiber_context_expansion_v1,123
59341089,training,exclude,symmetry,spatial_transform,grids 3x3..3x12; 3 colors; up to 20 components; symmetries: reflect_h; 4 train shape-change(s); density 1..1,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (symmetry as gauge),76a838b2bf9c996747f097a6a95e911fe3468228609a29614115ca49fc271cb3,y,fiber expansion manual inspection: reflective horizontal mirror-tiling,fiber_context_expansion_v1,127
67e8384a,training,exclude,symmetry,,grids 3x3..6x6; 8 colors; up to 23 components; symmetries: reflect_h;reflect_v;rot180; 4 train shape-change(s); density 1..1,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (symmetry as gauge),955d64bc7488aaa8be0a34a02d6b96be658344b4f65ce86cc3795513dc9f6671,y,fiber expansion manual inspection: reflect 3x3 into four-fold mirror 6x6,fiber_context_expansion_v1,129
46442a0e,training,exclude,symmetry,,grids 2x2..6x6; 6 colors; up to 33 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 1..1,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (symmetry as gauge),9584373cb29dea90f6e85eb38227d18a4262f40189faa75797c5e20678d01607,y,fiber expansion manual inspection: reflect 3x3 into four-fold symmetric 6x6,fiber_context_expansion_v1,130
